1,322.0804347826087,22
2,322.0804347826087,22
3,322.0804347826087,22
4,322.0804347826087,26
5,322.0804347826087,22
6,322.0804347826087,22
7,322.0804347826087,19
8,322.0804347826087,19
9,322.0804347826087,19
10,322.0804347826087,26
11,322.0804347826087,19
12,322.0804347826087,26
13,232.09710144927536,24
14,232.09710144927536,24
15,232.09710144927536,24
16,232.09710144927536,24
17,232.09710144927536,24
18,232.09710144927536,24
19,232.09710144927536,24
20,232.09710144927536,12
21,232.09166666666667,12
22,232.09166666666667,24
23,232.09166666666667,24
24,232.09166666666667,17
25,232.06,12
26,232.08499999999998,22
27,322.0804347826087,12
28,322.0804347826087,22
29,322.0804347826087,19
30,322.0804347826087,22
31,322.0804347826087,26
32,322.0804347826087,19
33,232.08499999999998,22
34,322.0804347826087,19
35,322.0804347826087,26
36,322.0804347826087,22
37,322.0804347826087,22
38,322.0804347826087,19
39,322.0804347826087,19
40,322.0804347826087,19
41,322.0804347826087,19
42,322.0804347826087,19
